City,Name,City (listed),Category,Has website/social,Has address,Dupe?,Unsourced fields,Flags,Verify (Google Maps),Keep / Edit / Remove,Founder notes
Houston,Blackacre Builders,Houston,construction-trades,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Blackacre%20Builders%20Houston,Keep,
Houston,Burns Original BBQ,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Burns%20Original%20BBQ%20Houston,Keep,
Houston,CB Agency,Houston,social-media-marketing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=CB%20Agency%20Houston,Keep,
Houston,ChòpnBlọk,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Ch%C3%B2pnBl%E1%BB%8Dk%20Houston,Keep,
Houston,CLASS Bookstore,Houston,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=CLASS%20Bookstore%20Houston,Keep,
Houston,Cool Runnings Jamaican Grill,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Cool%20Runnings%20Jamaican%20Grill%20Houston,Keep,
Houston,Core & Soul Studio,Houston,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Core%20%26%20Soul%20Studio%20Houston,Keep,
Houston,Day 6 Coffee Co.,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Day%206%20Coffee%20Co.%20Houston,Keep,
Houston,Doshi House,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Doshi%20House%20Houston,Keep,
Houston,Elite Dental Wellness,Houston,healthcare,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Elite%20Dental%20Wellness%20Houston,Keep,
Houston,Esther's Cajun Café & Soul Food,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Esther's%20Cajun%20Caf%C3%A9%20%26%20Soul%20Food%20Houston,Keep,
Houston,Feeling Juicy,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Feeling%20Juicy%20Houston,Keep,
Houston,Frenchy's Chicken,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Frenchy's%20Chicken%20Houston,Keep,
Houston,Gatlin's BBQ,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Gatlin's%20BBQ%20Houston,Keep,
Houston,Gite Gallery,Houston,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Gite%20Gallery%20Houston,Keep,
Houston,Hermann Park Smiles,Houston,healthcare,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Hermann%20Park%20Smiles%20Houston,Keep,
Houston,"Hooker CPA Firm, PLLC",Houston,legal-financial,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Hooker%20CPA%20Firm%2C%20PLLC%20Houston,Keep,
Houston,Houston Small Business Marketing,Houston,social-media-marketing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Houston%20Small%20Business%20Marketing%20Houston,Keep,
Houston,Kindred Stories,Houston,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Kindred%20Stories%20Houston,Keep,
Houston,Kulture Houston,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Kulture%20Houston%20Houston,Keep,
Houston,Lucille's Houston,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Lucille's%20Houston%20Houston,Keep,
Houston,McConnell & Jones LLP,Houston,legal-financial,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=McConnell%20%26%20Jones%20LLP%20Houston,Keep,
Houston,Mikki's Soul Food Cafe,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Mikki's%20Soul%20Food%20Cafe%20Houston,Keep,
Houston,Mo' Brunch and Brews,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Mo'%20Brunch%20and%20Brews%20Houston,Keep,
Houston,Navy Blue,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Navy%20Blue%20Houston,Keep,
Houston,Premium Goods,Houston,fashion-apparel,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Premium%20Goods%20Houston,Keep,
Houston,Pressed Roots,Houston,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Pressed%20Roots%20Houston,Keep,
Houston,Ray's BBQ Shack,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Ray's%20BBQ%20Shack%20Houston,Keep,
Houston,Reggae Hut Cafe,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Reggae%20Hut%20Cafe%20Houston,Keep,
Houston,Salon Meyerland,Houston,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Salon%20Meyerland%20Houston,Keep,
Houston,Simply Scents Candle Co.,Houston,home-living,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Simply%20Scents%20Candle%20Co.%20Houston,Keep,
Houston,Sneed & Mitchell LLP,Houston,legal-financial,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Sneed%20%26%20Mitchell%20LLP%20Houston,Keep,
Houston,Source Vital Apothecary + Beauty Market,Houston,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Source%20Vital%20Apothecary%20%2B%20Beauty%20Market%20Houston,Keep,
Houston,The Beauty Vault HTX,Houston,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20Beauty%20Vault%20HTX%20Houston,Keep,
Houston,The Breakfast Klub,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20Breakfast%20Klub%20Houston,Keep,
Houston,The Butter Bar Skincare,Houston,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20Butter%20Bar%20Skincare%20Houston,Keep,
Houston,The Ensemble Theatre,Houston,events-entertainment,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20Ensemble%20Theatre%20Houston,Keep,
Houston,The Plant Project,Houston,home-living,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20Plant%20Project%20Houston,Keep,
Houston,Three Keys Coffee,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Three%20Keys%20Coffee%20Houston,Keep,
Houston,Thrive Juices,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Thrive%20Juices%20Houston,Keep,
Houston,TRENDZ by Tammy,Houston,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=TRENDZ%20by%20Tammy%20Houston,Keep,
Houston,Trill Burgers,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Trill%20Burgers%20Houston,Keep,
Houston,Triple J's Smokehouse,Houston,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Triple%20J's%20Smokehouse%20Houston,Keep,
Houston,Wonderlikewander,Houston,retail-gifts,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Wonderlikewander%20Houston,Keep,
Chicago,4Degrees,Chicago,technology,yes,NO,,,no-address,https://www.google.com/maps/search/?api=1&query=4Degrees%20Chicago,Keep,
Chicago,Del-Kar Pharmacy,Chicago,healthcare,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Del-Kar%20Pharmacy%20Chicago,Keep,
Chicago,ELMS Events & Production,Chicago,events-entertainment,yes,NO,,,no-address,https://www.google.com/maps/search/?api=1&query=ELMS%20Events%20%26%20Production%20Chicago,Keep,
Chicago,Gorée Cuisine,Chicago,food-dining,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Gor%C3%A9e%20Cuisine%20Chicago,Keep,
Chicago,Hanahana Beauty,Chicago,beauty-grooming,yes,NO,,,no-address,https://www.google.com/maps/search/?api=1&query=Hanahana%20Beauty%20Chicago,Keep,
Chicago,Jimerson Tax and Accounting Chicago,Chicago,legal-financial,yes,NO,,,no-address,https://www.google.com/maps/search/?api=1&query=Jimerson%20Tax%20and%20Accounting%20Chicago%20Chicago,Keep,
Chicago,Uncle Remus Saucy Chicken,Chicago,food-dining,yes,NO,,,no-address,https://www.google.com/maps/search/?api=1&query=Uncle%20Remus%20Saucy%20Chicken%20Chicago,Keep,
Chicago,AFRORACK,Chicago,education-tutoring,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=AFRORACK%20Chicago,Keep,
Chicago,Ani Real Estate,Chicago,real-estate,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Ani%20Real%20Estate%20Chicago,Keep,
Chicago,Black Ensemble Theater,Chicago,events-entertainment,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Black%20Ensemble%20Theater%20Chicago,Keep,
Chicago,Black Luxe Candle Co.,Chicago,home-living,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Black%20Luxe%20Candle%20Co.%20Chicago,Keep,
Chicago,Brown Sugar Bakery,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Brown%20Sugar%20Bakery%20Chicago,Keep,
Chicago,Brûlée Chicago,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Br%C3%BBl%C3%A9e%20Chicago%20Chicago,Keep,
Chicago,Burrell Communications Group,Chicago,social-media-marketing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Burrell%20Communications%20Group%20Chicago,Keep,
Chicago,Call & Response Books,Chicago,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Call%20%26%20Response%20Books%20Chicago,Keep,
Chicago,CBQ Facial Beauty Bar,Chicago,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=CBQ%20Facial%20Beauty%20Bar%20Chicago,Keep,
Chicago,Chicago French Press,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Chicago%20French%20Press%20Chicago,Keep,
Chicago,Coffee Hip Hop & Mental Health,Chicago,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Coffee%20Hip%20Hop%20%26%20Mental%20Health%20Chicago,Keep,
Chicago,CZL P.C.,Chicago,professional-services,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=CZL%20P.C.%20Chicago,Keep,
Chicago,Da Book Joint,Chicago,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Da%20Book%20Joint%20Chicago,Keep,
Chicago,Daisy's Po' Boy and Tavern,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Daisy's%20Po'%20Boy%20and%20Tavern%20Chicago,Keep,
Chicago,Digifé,Chicago,creative-media,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Digif%C3%A9%20Chicago,Keep,
Chicago,Essential Elements Chicago,Chicago,fashion-apparel,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Essential%20Elements%20Chicago%20Chicago,Keep,
Chicago,Esthetic Haus,Chicago,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Esthetic%20Haus%20Chicago,Keep,
Chicago,Faie Afrikan Art,Chicago,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Faie%20Afrikan%20Art%20Chicago,Keep,
Chicago,Forty Acres Fresh Market,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Forty%20Acres%20Fresh%20Market%20Chicago,Keep,
Chicago,Gallery Guichard,Chicago,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Gallery%20Guichard%20Chicago,Keep,
Chicago,Glasshouse Interior,Chicago,home-living,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Glasshouse%20Interior%20Chicago,Keep,
Chicago,Haji Healing Salon,Chicago,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Haji%20Healing%20Salon%20Chicago,Keep,
Chicago,Honey & Hue Bookstore,Chicago,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Honey%20%26%20Hue%20Bookstore%20Chicago,Keep,
Chicago,Hyde Park Hair Salon,Chicago,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Hyde%20Park%20Hair%20Salon%20Chicago,Keep,
Chicago,Innate Allure,Chicago,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Innate%20Allure%20Chicago,Keep,
Chicago,Justice of the Pies,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Justice%20of%20the%20Pies%20Chicago,Keep,
Chicago,MADD Rhythms,Chicago,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=MADD%20Rhythms%20Chicago,Keep,
Chicago,Mahalia's Gift Shop,Chicago,retail-gifts,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Mahalia's%20Gift%20Shop%20Chicago,Keep,
Chicago,Mikkey's Retro Grill,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Mikkey's%20Retro%20Grill%20Chicago,Keep,
Chicago,Momentum Coffee,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Momentum%20Coffee%20Chicago,Keep,
Chicago,myWHY Agency,Chicago,social-media-marketing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=myWHY%20Agency%20Chicago,Keep,
Chicago,Nafsi,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Nafsi%20Chicago,Keep,
Chicago,Norman's Bistro,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Norman's%20Bistro%20Chicago,Keep,
Chicago,Park Manor 75,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Park%20Manor%2075%20Chicago,Keep,
Chicago,Recycled Modern,Chicago,retail-gifts,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Recycled%20Modern%20Chicago,Keep,
Chicago,"Robin L. Ferguson, DDS",Chicago,healthcare,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Robin%20L.%20Ferguson%2C%20DDS%20Chicago,Keep,
Chicago,Soul & Smoke Chicago,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Soul%20%26%20Smoke%20Chicago%20Chicago,Keep,
Chicago,Studio Yogi,Chicago,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Studio%20Yogi%20Chicago,Keep,
Chicago,Summerset Studios,Chicago,photography-videography,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Summerset%20Studios%20Chicago,Keep,
Chicago,The Silver Room,Chicago,retail-gifts,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20Silver%20Room%20Chicago,Keep,
Chicago,The.BlkRoom,Chicago,creative-media,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The.BlkRoom%20Chicago,Keep,
Chicago,"UJAMAA Construction, Inc.",Chicago,construction-trades,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=UJAMAA%20Construction%2C%20Inc.%20Chicago,Keep,
Chicago,Virtue Restaurant,Chicago,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Virtue%20Restaurant%20Chicago,Keep,
Chicago,Woodlawn Dental Gallery,Chicago,healthcare,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Woodlawn%20Dental%20Gallery%20Chicago,Keep,
Chicago,Zora Digital,Chicago,social-media-marketing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Zora%20Digital%20Chicago,Keep,
Los Angeles,Trap Kitchen LA,Compton,food-dining,NO,NO,,,metro-area / no-website / no-address,https://www.google.com/maps/search/?api=1&query=Trap%20Kitchen%20LA%20Compton,Keep,
Los Angeles,All Flavor No Grease,Los Angeles,food-dining,NO,NO,,,no-website / no-address,https://www.google.com/maps/search/?api=1&query=All%20Flavor%20No%20Grease%20Los%20Angeles,Keep,
Los Angeles,The Salt Eaters Bookshop,Inglewood,books-publishing,yes,NO,,,metro-area / no-address,https://www.google.com/maps/search/?api=1&query=The%20Salt%20Eaters%20Bookshop%20Inglewood,Keep,
Los Angeles,Earle's on Crenshaw,Los Angeles,food-dining,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Earle's%20on%20Crenshaw%20Los%20Angeles,Keep,
Los Angeles,Honey's Kettle Fried Chicken,Culver City,food-dining,yes,yes,,,metro-area,https://www.google.com/maps/search/?api=1&query=Honey's%20Kettle%20Fried%20Chicken%20Culver%20City,Keep,
Los Angeles,Hoorae Media,Los Angeles,creative-media,yes,NO,,,no-address,https://www.google.com/maps/search/?api=1&query=Hoorae%20Media%20Los%20Angeles,Keep,
Los Angeles,Hotville Chicken,Los Angeles,food-dining,yes,NO,,,no-address,https://www.google.com/maps/search/?api=1&query=Hotville%20Chicken%20Los%20Angeles,Keep,
Los Angeles,Sika,Los Angeles,retail-gifts,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Sika%20Los%20Angeles,Keep,
Los Angeles,Slauson & Co.,Los Angeles,legal-financial,yes,NO,,,no-address,https://www.google.com/maps/search/?api=1&query=Slauson%20%26%20Co.%20Los%20Angeles,Keep,
Los Angeles,The Marathon Clothing,Los Angeles,fashion-apparel,yes,NO,,,no-address,https://www.google.com/maps/search/?api=1&query=The%20Marathon%20Clothing%20Los%20Angeles,Keep,
Los Angeles,Ackee Bamboo Jamaican Cuisine,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Ackee%20Bamboo%20Jamaican%20Cuisine%20Los%20Angeles,Keep,
Los Angeles,Alta Adams,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Alta%20Adams%20Los%20Angeles,Keep,
Los Angeles,Art + Practice,Los Angeles,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Art%20%2B%20Practice%20Los%20Angeles,Keep,
Los Angeles,Band of Vices,Los Angeles,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Band%20of%20Vices%20Los%20Angeles,Keep,
Los Angeles,Barbara Morrison Performing Arts Center,Los Angeles,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Barbara%20Morrison%20Performing%20Arts%20Center%20Los%20Angeles,Keep,
Los Angeles,Bridgetown Roti,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Bridgetown%20Roti%20Los%20Angeles,Keep,
Los Angeles,Delicious Pizza,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Delicious%20Pizza%20Los%20Angeles,Keep,
Los Angeles,Dulan's on Crenshaw,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Dulan's%20on%20Crenshaw%20Los%20Angeles,Keep,
Los Angeles,Fixins Soul Kitchen,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Fixins%20Soul%20Kitchen%20Los%20Angeles,Keep,
Los Angeles,Harold & Belle's,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Harold%20%26%20Belle's%20Los%20Angeles,Keep,
Los Angeles,Harun Coffee,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Harun%20Coffee%20Los%20Angeles,Keep,
Los Angeles,Hawkins House of Burgers,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Hawkins%20House%20of%20Burgers%20Los%20Angeles,Keep,
Los Angeles,Hilltop Coffee + Kitchen,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Hilltop%20Coffee%20%2B%20Kitchen%20Los%20Angeles,Keep,
Los Angeles,KAOS Network,Los Angeles,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=KAOS%20Network%20Los%20Angeles,Keep,
Los Angeles,Lore Leimert Park,Los Angeles,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Lore%20Leimert%20Park%20Los%20Angeles,Keep,
Los Angeles,Magnificent Brothers Barber & Beauty Salon,Los Angeles,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Magnificent%20Brothers%20Barber%20%26%20Beauty%20Salon%20Los%20Angeles,Keep,
Los Angeles,Malik Books,Los Angeles,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Malik%20Books%20Los%20Angeles,Keep,
Los Angeles,Mel's Fish Shack,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Mel's%20Fish%20Shack%20Los%20Angeles,Keep,
Los Angeles,Museum of African American Art,Los Angeles,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Museum%20of%20African%20American%20Art%20Los%20Angeles,Keep,
Los Angeles,Nappily Naturals & Apothecary,Los Angeles,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Nappily%20Naturals%20%26%20Apothecary%20Los%20Angeles,Keep,
Los Angeles,Phillips Barbecue,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Phillips%20Barbecue%20Los%20Angeles,Keep,
Los Angeles,Reparations Club,Los Angeles,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Reparations%20Club%20Los%20Angeles,Keep,
Los Angeles,Ride On! Bike Shop,Los Angeles,retail-gifts,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Ride%20On!%20Bike%20Shop%20Los%20Angeles,Keep,
Los Angeles,Simply Wholesome,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Simply%20Wholesome%20Los%20Angeles,Keep,
Los Angeles,Sky's Gourmet Tacos,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Sky's%20Gourmet%20Tacos%20Los%20Angeles,Keep,
Los Angeles,Sole Folks,Los Angeles,fashion-apparel,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Sole%20Folks%20Los%20Angeles,Keep,
Los Angeles,Southern Girl Desserts,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Southern%20Girl%20Desserts%20Los%20Angeles,Keep,
Los Angeles,The Plant Chica,Los Angeles,home-living,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20Plant%20Chica%20Los%20Angeles,Keep,
Los Angeles,The Tree Yoga Cooperative,Los Angeles,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20Tree%20Yoga%20Cooperative%20Los%20Angeles,Keep,
Los Angeles,The World Stage,Los Angeles,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=The%20World%20Stage%20Los%20Angeles,Keep,
Los Angeles,Vicky's All Day,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Vicky's%20All%20Day%20Los%20Angeles,Keep,
Los Angeles,Woody's Bar-B-Que,Los Angeles,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Woody's%20Bar-B-Que%20Los%20Angeles,Keep,
Washington DC,District of Clothing,Washington,fashion-apparel,NO,NO,,,no-website / no-address,https://www.google.com/maps/search/?api=1&query=District%20of%20Clothing%20Washington,Keep,
Washington DC,Bukom Cafe,Washington,food-dining,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Bukom%20Cafe%20Washington,Keep,
Washington DC,Cane,Washington,food-dining,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Cane%20Washington,Keep,
Washington DC,Dogon,Washington,food-dining,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Dogon%20Washington,Keep,
Washington DC,Fish in the Hood,Washington,food-dining,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Fish%20in%20the%20Hood%20Washington,Keep,
Washington DC,Paris Alexander Day Spa,Washington,beauty-grooming,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Paris%20Alexander%20Day%20Spa%20Washington,Keep,
Washington DC,Player's Lounge,Washington,events-entertainment,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Player's%20Lounge%20Washington,Keep,
Washington DC,Puddin',Washington,food-dining,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Puddin'%20Washington,Keep,
Washington DC,Skin Beauty Bar,Washington,beauty-grooming,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Skin%20Beauty%20Bar%20Washington,Keep,
Washington DC,Soufside Creative,Washington,arts-culture,NO,yes,,,no-website,https://www.google.com/maps/search/?api=1&query=Soufside%20Creative%20Washington,Keep,
Washington DC,Anacostia Arts Center,Washington,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Anacostia%20Arts%20Center%20Washington,Keep,
Washington DC,Anacostia Playhouse,Washington,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Anacostia%20Playhouse%20Washington,Keep,
Washington DC,Appioo African Bar & Grill,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Appioo%20African%20Bar%20%26%20Grill%20Washington,Keep,
Washington DC,Ben's Chili Bowl,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Ben's%20Chili%20Bowl%20Washington,Keep,
Washington DC,Ben's Next Door,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Ben's%20Next%20Door%20Washington,Keep,
Washington DC,Black Bella Spa & Wellness,Washington,beauty-grooming,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Black%20Bella%20Spa%20%26%20Wellness%20Washington,Keep,
Washington DC,BloomBars,Washington,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=BloomBars%20Washington,Keep,
Washington DC,BOOMBOX Boxing Club,Washington,wellness-health,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=BOOMBOX%20Boxing%20Club%20Washington,Keep,
Washington DC,Chercher Ethiopian Restaurant,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Chercher%20Ethiopian%20Restaurant%20Washington,Keep,
Washington DC,Chris Pyrate & Friends,Washington,fashion-apparel,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Chris%20Pyrate%20%26%20Friends%20Washington,Keep,
Washington DC,CitySwing,Washington,events-entertainment,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=CitySwing%20Washington,Keep,
Washington DC,Dukem Ethiopian Restaurant,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Dukem%20Ethiopian%20Restaurant%20Washington,Keep,
Washington DC,Ethiopic,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Ethiopic%20Washington,Keep,
Washington DC,Florida Avenue Grill,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Florida%20Avenue%20Grill%20Washington,Keep,
Washington DC,Henry's Soul Cafe,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Henry's%20Soul%20Cafe%20Washington,Keep,
Washington DC,Honfleur Gallery,Washington,arts-culture,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Honfleur%20Gallery%20Washington,Keep,
Washington DC,Keren Restaurant,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Keren%20Restaurant%20Washington,Keep,
Washington DC,Letena,Washington,food-dining,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Letena%20Washington,Keep,
Washington DC,Loyalty Bookstores,Washington,books-publishing,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Loyalty%20Bookstores%20Washington,Keep,
Washington DC,Nubian Hueman,Washington,retail-gifts,yes,yes,,,,https://www.google.com/maps/search/?api=1&query=Nubian%20Hueman%20Washington,Keep,
